,s_id,q_id,run0,rerun,mined,p0,p_mined,residual,W,std.resid^2
0,0,7,0.8695526681925239,1,1,0.8695526681925239,0.8704787952534917,0.13044733180747614,0.11343082543178637,0.15001659655490165
1,0,8,0.7288425285330266,1,1,0.7288425285330266,0.7296157120287787,0.27115747146697344,0.19763109713461094,0.37203848684947627
2,0,9,0.3270220898517915,0,0,0.3270220898517915,0.32749331468907045,-0.3270220898517915,0.2200786426007583,0.4859328737547598
3,0,3,0.9999089861456583,1,1,0.9999089861456583,0.9999401985321154,9.101385434173714e-05,9.1005570820055e-05,9.102213861740314e-05
4,0,0,0.9907877721104975,1,1,0.9907877721104975,0.9919264002390138,0.009212227889502489,0.009127362746814362,0.009297882098281583
5,0,4,0.038233367684366,0,0,0.038233367684366,0.0383770399196282,-0.038233367684366,0.03677157727987808,0.039753269036077885
6,0,6,0.9970336226059469,1,1,0.9970336226059469,0.9981799641893853,0.0029663773940531435,0.002957577999209194,0.0029752029688827567
7,0,5,0.46857346096205743,0,1,0.46857346096205743,0.4692974616128012,0.5314265390379426,0.24901237264409667,1.134137084816621
8,0,1,0.872156890438845,1,1,0.872156890438845,0.8731623057021412,0.12784310956115497,0.1114992488988895,0.14658269740531188
9,0,2,0.9911313207079248,1,1,0.9911313207079248,0.9923318191684135,0.008868679292075243,0.00879002581968956,0.008948036558607295
10,1,7,0.9055012818542586,1,1,0.9055012818542586,0.9062707702365679,0.0944987181457414,0.08556871041455312,0.1043606674440369
11,1,1,0.4314578404242575,0,1,0.4314578404242575,0.4321303603393403,0.5685421595757425,0.24530197236069345,1.3177235556009097
12,1,3,0.9839206166921266,1,1,0.9839206166921266,0.9853370686457829,0.016079383307873396,0.01582083674031188,0.01634215508353832
13,1,8,0.06533931441671027,0,0,0.06533931441671027,0.06545579115272253,-0.06533931441671027,0.06107008840826455,0.06990698916145621
14,1,5,0.9882436981761953,1,1,0.9882436981761953,0.989787191497179,0.011756301823804716,0.011618091191232322,0.011896156631710359
15,1,4,0.06890576656912999,0,0,0.06890576656912999,0.06902844945678971,-0.06890576656912999,0.06415776190265056,0.07400514802376977
16,1,0,0.4123315766001288,0,0,0.4123315766001288,0.4129527070039159,-0.4123315766001288,0.24231424753858094,0.7016398366525186
17,1,6,0.9984842138127966,1,1,0.9984842138127966,0.9991509162060856,0.0015157861872033829,0.0015134885794380662,0.0015180872829378292
18,1,9,0.8710387732597505,1,1,0.8710387732597505,0.8723943071470405,0.12896122674024946,0.11233022873789943,0.14805451915490359
19,1,2,0.9959434570822114,1,1,0.9959434570822114,0.9974860373308756,0.004056542917788564,0.004040087377344703,0.004073065482726206
20,2,5,0.5365066060254278,1,1,0.5365066060254278,0.5371372964105084,0.46349339397457223,0.24866726771650421,0.8639099477418268
21,2,7,0.49380105327981466,1,1,0.49380105327981466,0.49426641944018607,0.5061989467201853,0.24996157305956027,1.0251070615544948
