,s_id,q_id,run0,rerun,mined,p0,p_mined,residual,W,std.resid^2
246,2,39,1.0,1,1,1.0,1.0,0.0,0.0,0.0
247,2,26,1.0,1,1,1.0,1.0,0.0,0.0,0.0
248,2,93,0.0,0,0,0.0,0.0,0.0,0.0,0.0
249,2,53,1.0,1,1,1.0,1.0,0.0,0.0,0.0
250,2,12,1.0,1,1,1.0,1.0,0.0,0.0,0.0
251,2,99,1.0,1,1,1.0,1.0,0.0,0.0,0.0
252,2,55,1.0,1,1,1.0,1.0,0.0,0.0,0.0
253,2,14,1.0,1,1,1.0,1.0,0.0,0.0,0.0
254,2,19,1.0,1,1,1.0,1.0,0.0,0.0,0.0
255,2,38,1.0,1,1,1.0,1.0,0.0,0.0,0.0
256,2,24,1.0,1,1,1.0,1.0,0.0,0.0,0.0
257,2,47,1.0,1,1,1.0,1.0,0.0,0.0,0.0
258,2,42,1.0,1,1,1.0,1.0,0.0,0.0,0.0
259,2,21,1.0,1,1,1.0,1.0,0.0,0.0,0.0
260,2,75,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
261,2,35,1.0,1,1,1.0,1.0,0.0,0.0,0.0
262,2,51,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
263,2,5,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
264,2,15,1.0,1,1,1.0,1.0,0.0,0.0,0.0
265,2,16,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
266,2,52,1.0,1,1,1.0,1.0,0.0,0.0,0.0
267,2,27,1.0,1,1,1.0,1.0,0.0,0.0,0.0
268,2,22,1.0,1,1,1.0,1.0,0.0,0.0,0.0
269,2,78,1.0,1,1,1.0,1.0,0.0,0.0,0.0
270,2,23,1.0,1,1,1.0,1.0,0.0,0.0,0.0
271,2,6,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
272,2,85,1.0,1,1,1.0,1.0,0.0,0.0,0.0
273,2,4,1.0,1,1,1.0,1.0,0.0,0.0,0.0
274,2,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0
275,2,72,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
276,2,0,1.0,1,1,1.0,1.0,0.0,0.0,0.0
277,2,18,1.0,1,1,1.0,1.0,0.0,0.0,0.0
278,2,61,1.0,1,1,1.0,1.0,0.0,0.0,0.0
279,2,11,1.0,1,1,1.0,1.0,0.0,0.0,0.0
280,2,88,1.0,1,1,1.0,1.0,0.0,0.0,0.0
281,2,9,1.0,1,1,1.0,1.0,0.0,0.0,0.0
282,2,54,1.0,1,1,1.0,1.0,0.0,0.0,0.0
283,2,56,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
284,2,25,1.0,1,1,1.0,1.0,0.0,0.0,0.0
285,2,20,1.0,1,1,1.0,1.0,0.0,0.0,0.0
286,2,49,1.0,1,1,1.0,1.0,0.0,0.0,0.0
287,2,37,0.0,0,1,0.0,1.0,1.0,0.0,1.0
288,2,95,0.0,0,0,0.0,0.0,0.0,0.0,0.0
289,2,33,1.0,1,1,1.0,1.0,0.0,0.0,0.0
290,2,58,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
291,2,74,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
292,2,77,1.0,1,1,1.0,1.0,0.0,0.0,0.0
293,2,82,1.0,1,1,1.0,1.0,0.0,0.0,0.0
294,2,70,1.0,1,1,1.0,1.0,0.0,0.0,0.0
295,2,48,1.0,1,1,1.0,1.0,0.0,0.0,0.0
296,2,40,1.0,1,1,1.0,1.0,0.0,0.0,0.0
297,2,94,1.0,1,1,1.0,1.0,0.0,0.0,0.0
298,2,80,1.0,1,1,1.0,1.0,0.0,0.0,0.0
299,2,87,1.0,1,1,1.0,1.0,0.0,0.0,0.0
300,3,88,1.0,1,1,1.0,1.0,0.0,0.0,0.0
301,3,25,1.0,1,1,1.0,1.0,0.0,0.0,0.0
302,3,91,1.0,1,1,1.0,1.0,0.0,0.0,0.0
303,3,84,0.0,0,0,0.0,0.0,0.0,0.0,0.0
304,3,56,1.0,1,1,1.0,1.0,0.0,0.0,0.0
305,3,60,1.0,1,1,1.0,1.0,0.0,0.0,0.0
306,3,94,1.0,1,1,1.0,1.0,0.0,0.0,0.0
307,3,30,1.0,1,1,1.0,1.0,0.0,0.0,0.0
308,3,76,1.0,1,1,1.0,1.0,0.0,0.0,0.0
309,3,87,1.0,1,1,1.0,1.0,0.0,0.0,0.0
310,3,36,1.0,1,1,1.0,1.0,0.0,0.0,0.0
311,3,75,1.0,1,1,1.0,1.0,0.0,0.0,0.0
312,3,42,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
313,3,51,1.0,1,1,1.0,1.0,0.0,0.0,0.0
314,3,17,1.0,1,1,1.0,1.0,0.0,0.0,0.0
315,3,20,0.0,0,1,0.0,1.0,1.0,0.0,1.0
316,3,47,1.0,1,1,1.0,1.0,0.0,0.0,0.0
317,3,9,1.0,1,1,1.0,1.0,0.0,0.0,0.0
318,3,22,1.0,1,1,1.0,1.0,0.0,0.0,0.0
319,3,57,1.0,1,1,1.0,1.0,0.0,0.0,0.0
320,3,70,1.0,1,1,1.0,1.0,0.0,0.0,0.0
321,3,27,0.0,0,1,0.0,1.0,1.0,0.0,1.0
322,3,10,1.0,1,1,1.0,1.0,0.0,0.0,0.0
323,3,46,1.0,1,1,1.0,1.0,0.0,0.0,0.0
324,3,50,1.0,1,1,1.0,1.0,0.0,0.0,0.0
325,3,95,1.0,1,1,1.0,1.0,0.0,0.0,0.0
326,3,29,1.0,1,1,1.0,1.0,0.0,0.0,0.0
327,3,82,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
328,3,86,1.0,1,1,1.0,1.0,0.0,0.0,0.0
329,3,93,1.0,1,1,1.0,1.0,0.0,0.0,0.0
330,3,8,1.0,1,1,1.0,1.0,0.0,0.0,0.0
331,3,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0
332,3,24,1.0,1,1,1.0,1.0,0.0,0.0,0.0
333,3,62,1.0,1,1,1.0,1.0,0.0,0.0,0.0
334,3,54,1.0,1,1,1.0,1.0,0.0,0.0,0.0
335,3,35,1.0,1,1,1.0,1.0,0.0,0.0,0.0
336,3,18,1.0,1,1,1.0,1.0,0.0,0.0,0.0
337,3,78,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
338,3,11,1.0,1,1,1.0,1.0,0.0,0.0,0.0
